SEQN,y
492834,1.3402403239999998
309349,-1.096250248
468308,-1.10883502
838812,-2.4930212560000005
947936,1.152637848
794779,2.251104348
34510,0.9431905408
593667,0.40341196160000004
198552,-1.989492028
419973,-0.5253958919999999
121699,-1.364692736
955042,1.063909976
52130,-0.23591093480000003
915446,-0.2938437868
111978,0.38681446399999997
741159,-0.438755342
111228,-0.1988944454
562295,0.45719343839999993
129597,-1.9492883959999998
800235,2.97088078
631930,-0.3369358496
942595,-1.2580699
397007,-0.16775791960000003
237021,0.5399893311999999
798129,-0.9346388919999999
374665,-0.9247451384
162007,1.0270805872
266206,2.7059823720000002
994584,1.466857492
513135,-0.521182718
231842,-0.5887477368
340263,-0.8517132655999999
672214,0.31867516520000005
640097,1.441627012
604530,0.125490062
367011,1.0703584199999998
785148,-0.60070074
832902,0.7289143844
433870,-1.67086242
243579,0.1096438336
18566,-1.65798912
116240,1.7069654
290262,-2.47748672
553454,1.6282433520000001
830281,-1.4792413999999998
451105,-0.14656347
496171,1.023587704
63641,-0.182966188
744055,-1.541244232
867892,-0.21634131639999998
544332,1.5137837799999998
167378,1.182074184
978307,0.3040453016
113056,0.87774588
525535,1.033840292
894560,0.4978742356
635846,0.2030156532
570498,0.38279680400000005
987787,-1.9664566360000002
552047,2.402929124
432880,-0.19044569760000002
974996,0.92930541
571977,1.36414952
713538,-1.94155916
528804,2.0435061599999997
307282,-1.8719888439999999
226622,-3.614792816
698968,-1.7495162199999998
945069,0.739385412
169885,-0.8737024512
177116,2.079468616
398015,-2.613141864
255219,-0.18915899120000002
970438,1.055562052
515262,0.2530465884
449983,-0.15542991239999998
539269,-0.18179234519999998
443005,1.8276919040000001
812110,-1.76623888
458408,-0.45446388320000003
54981,-1.7093831119999998
367907,-2.347250228
791725,1.255155372
469142,0.1711905132
260883,-1.326932276
886744,1.5401714439999998
64917,1.119919988
177023,1.290847668
973906,-0.460608544
816964,-0.4754650776
197520,-1.558184072
720184,0.9246444312
72539,1.0067013756
765019,-0.3198914908
41533,0.04637204284
752755,0.6869545952
994926,1.231373696
1575,-2.32222976
657405,-2.402337864
444618,-0.22765809839999998
594654,-2.071242408
281423,1.061385824
994047,-1.732376156
584683,1.196449028
514744,0.2612722764
2300,-1.445812068
307934,0.40315842
609670,1.771504196
6802,-1.129533656
925223,0.9513032328000001
427315,-2.2607978959999997
294416,0.010265605320000001
266972,2.042455072
447529,0.8084412759999999
238404,-0.13889013094400002
685531,0.17064467
827677,1.57834766
345964,2.925613964
936589,3.4301950679999997
726478,-1.426557104
522261,-1.731140036
391069,-1.119339184
539344,0.7425216880000001
944972,-0.9679068912000001
51143,1.647967692
76865,2.5622642200000003
165859,-1.53855354
794492,-1.191228132
79926,0.653799634
419559,-3.373280808
69669,-0.50900095
440855,-0.9760191100000001
474145,0.969889404
161603,-0.38827255720000003
459896,0.808271146
884647,-1.0376618
324518,0.677097076
669667,0.665548468
936340,1.49231358
115799,0.965325228
893569,0.126783376
166090,1.213522784
588128,-0.032497941600000003
768743,-1.0545562999999998
860161,-0.9541894399999999
357454,-1.279060688
499163,-1.315929536
918587,-2.123587392
922085,1.307898228
306136,-1.2099772519999998
129345,1.65648792
210132,-0.20860367440000002
735718,0.3831404416
715048,-1.2390437200000002
927141,-0.22695122279999996
205903,2.259725844
23303,1.135785012
699074,-2.652167264
694407,0.31906032240000004
389246,-3.38362944
45202,-0.4768814268
298871,-2.009326732
29319,-1.947131072
929596,0.273182202
46724,1.466621988
951627,2.0388784639999997
186788,-1.5813669639999999
551851,-1.940556724
989975,2.927032816
28173,1.130358492
875594,0.5129950796
717401,-0.418601774
598150,-0.9861911784000001
585110,0.536885292
836618,2.364695092
908364,-0.4806416512
677501,0.986977174
796447,0.5301670336
33233,0.05298231379999999
203556,0.49564534800000004
801095,-1.472893692
205709,-1.490660364
319890,-1.799017336
260479,-1.344410872
904004,-0.446904372
723359,0.35210769119999996
864991,2.059110224
647462,-1.163271984
598447,-0.427564428
864484,1.4119783719999999
826923,2.2466159599999997
128073,-0.5704958536
462073,-0.3366189264
752492,0.1177951428
495486,1.457722548
780591,-0.2674558784
312189,2.639475552
279219,-3.061558252
541706,-1.7325354160000002
792835,1.5124726960000001
887777,-0.30068699759999995
772433,0.36603468400000005
156861,0.623749416
474441,0.1371295432
118908,1.2450301160000001
755628,-1.2326973360000002
157591,-0.8835243159999999
17244,1.2335435399999999
517732,-1.2608368319999999
765410,1.929277248
786913,0.986463128
320809,-2.45917796
92679,0.6384436064000001
550636,1.011300858
661768,0.382017686
501506,-0.431568854
875878,-1.259353136
422466,0.825496222
720717,2.055130076
499673,-2.06545564
123849,-0.1765762364
600426,-1.6052959480000002
717188,-1.6490390320000001
318271,-1.353260244
857852,0.35819149679999995
559901,-0.200932192
130562,1.421168616
400778,0.03958092692000001
868256,-1.455182948
357901,-0.715272388
569392,-0.3317495936
619831,1.630973516
348613,-1.001999772
697032,-0.7854877151999999
512988,-1.281077668
180771,-0.12180848080000001
469886,-1.1839323400000001
654848,1.8481599160000002
603413,2.157878584
573662,0.0395635554
475351,-0.12067021816
370448,-0.956623392
735427,-0.27451624880000003
994639,-1.6244473799999999
767923,-0.6195356812
47363,-1.91749828
174817,-0.24938425679999998
540466,-0.9716060360000001
706360,-0.38607015200000006
214508,0.9831304552
491282,-0.48373290960000004
13680,4.2789893039999995
961950,0.01758583560000001
949951,2.759549468
544010,2.9737576160000003
979640,-2.6712681320000002
820066,1.3512003639999999
795666,2.2785813360000002
228415,0.7634283720000001
289643,-1.3298408400000001
728998,-1.33223636
601812,-0.9681100008
988980,-1.958724752
242629,-1.203460228
78780,-0.3215227608
85569,-1.320236972
855369,-0.6410775728
288422,0.6313137512
538130,-1.518090632
425904,-2.0679823280000003
799259,0.3102618304
569376,-2.326697416
245285,2.658090404
841021,-2.441526056
369138,1.8852804600000002
204827,-0.2531580096
439918,2.664002896
550192,-0.5163726544
915681,-1.2812911479999998
976710,0.11609304760000001
741847,-1.4623727240000002
609302,2.0985466319999997
164714,1.9756363040000002
107617,2.586588136
651435,0.9869764480000001
562571,0.783397156
971995,-0.882924436
458413,0.2337545656
949047,-0.1099721196
500460,3.1738482239999994
635033,0.4584184476
906201,0.8577441215999999
431414,2.6988604080000003
608640,-2.1351341
283199,0.7765006924
498859,1.050046976
520420,1.6142592040000001
776901,-0.10349876436
600802,-1.027911904
627801,0.8241542616
326555,1.4116150639999998
465975,-0.39157716
496538,-1.45344534
900748,1.1697321999999999
413363,-2.014383068
287415,0.2654654844
292231,-3.0767227679999998
317564,-0.7219238448
393335,1.256719736
115671,-1.230603308
680821,-2.079779088
434223,-0.8579817804000001
928781,0.9623909952
779493,0.29962052959999996
78197,-2.1380445999999997
301586,0.7270639111999999
828958,0.6477979916000001
866497,-0.04991853359999999
366517,2.721043824
634422,-0.9337343048
824965,-2.3351131240000003
343350,2.3616258400000003
693793,-0.32628149520000005
622739,0.974845712
646991,1.40990028
23584,-1.8383587279999998
278283,-0.13552014
